Nom de l'offre touristique;SyndicObjectID;Type de l'offre;Catégorie de l'offre;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Nom de la commune;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une video;widget pour zoover;Widget tripadvisor;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;SPaccessibilite;Présence l'offre sur les grands itinéraires vélo;Equipements;Types d'équipements locatifs sur le camping;Services proposés sur place;Naturisme;Nombre emplacements pour les campings;Nombre emplacements pour les campings car;Nombre emplacements équipés avec locatif pour les campings;Nombre emplacements nus pour les campings;Nombre emplacements résidentiels pour les campings;Nombre emplacements saisonniers pour les campings;Surface en hectares;Groupe accepté: oui / non;Labels;Chaînes;Classements préfectoral;Langues parlées à l'accueil;Ouverture 24h / 24h: oui / non;Ouvert toute l'année: oui / non;Période/horaires par jour/précisions ouverture/précision fermeture;Nom du contact/Tel contact/mail contact;Nom centrale de réservation en ligne;Moyen(s) de réservation en ligne;Tarifs;Modes de paiement acceptés;localisation;departement
Camping - Bontempo Le Pouldroit;HPAHPAEBONTEMPOLEPOULDROIT;Camp de tourisme;4 étoiles;;;247 route de Mesquer;;44420;PIRIAC-SUR-MER;44125;47.37823;-2.53314;;02 52 56 87 32;02 40 23 50 91;;;https://bretagne.bontempo.fr/;;;;;;oui;;;non;;Piscine,Piscine couverte,Tennis,WiFi;Caravanes,Mobil-Home,Tente;;;269;;;53;;;;;Famille Plus;;;Anglais;;;05/04/2025||27/09/2025||Du 15 mars au 03 novembre pour les propriétaires||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Locatif / semaine||175,00||1520,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.37823, -2.53314;Loire-Atlantique
Les Amis de la Nature;HPAPDL044000111;Camp de tourisme;2 étoiles;;;36 rue du Port aux Goths;;44770;PREFAILLES;44136;47.12458;-2.19568;;;02 40 64 52 09;;;http://www.utannantes.wordpress.com;;;;;;;;;non;;;;;non;;;;63;;;;;;;;;non;;15/06/2024||31/08/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Taxe de séjour / nuit / pers||0,20||0,20||;;47.12458, -2.19568;Loire-Atlantique
Camping La Madrague;HPAEMADRAGUE;Camp de tourisme;4 étoiles;;;Chemin de la Madrague;Sainte-Marie-sur-Mer;44210;PORNIC;44131;47.11581;-2.15567;;;02 40 82 06 73;02 51 74 11 93;;https://www.capfun.com/camping-france-pays_de_la_loire-madrague-FR.html;;;;;;oui;Tatoué, vacciné et tenu en laisse;;non;;Espace aqua-ludique,Piscine,Piscine couverte,WiFi;Caravanes,Mobil-Home,Tente;Commerce alimentaire,Snack/Restaurant;;270;;194;76;;;5;;;;;Anglais;;;04/04/2025||21/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.11581, -2.15567;Loire-Atlantique
LES ROCHELETS;HPAPDL044000115;Camp de tourisme;4 étoiles;;;Chemin des Grandes Rivières;;44250;SAINT-BREVIN-LES-PINS;44154;47.21432;-2.1539;;;02 40 27 40 25;02 40 27 15 55;;http://www.rochelets.com/;;;;;;oui;tatoués, vaccinés;;non;;Espace aqua-ludique,Piscine,WiFi;Mobil-Home;Commerce alimentaire,Snack/Restaurant;non;;;54;54;122;;6,5;;Camping Qualité,Qualité Tourisme;;;Allemand,Anglais,Espagnol;non;;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||15,80||37,50||,Tarif électricité / nuit||5,00||6,50||,Taxe de séjour / nuit / pers||0,60||0,60||,Tarif adulte supplémentaire / nuit||3,20||7,20||,Locatif / semaine||255,00||1300,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.21432, -2.1539;Loire-Atlantique
Aire naturelle de la Ferme du Forsdoff;HPAEFERMEFORSDOFF1;Aire naturelle;Non Classé;;;Le Forsdoff;;44780;MISSILLAC;44098;47.5249;-2.14272;;;06 75 65 21 78;;;http://www.lafermeduforsdoff.com/;;;;;;oui;;;non;;WiFi;Tente;;;25;;;;;;;;;;;Anglais,Espagnol;;;;;;;Tarif électricité / nuit||5,00||||;Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.5249, -2.14272;Loire-Atlantique
Camping -  Le Moulin de l'Eclis;HPAEMOULINECLIS;Camp de tourisme;4 étoiles;;;Pont - Mahé;5 bis Rue de la plage;44410;ASSERAC;44006;47.44471;-2.45085;;;02 40 01 76 69;02 40 01 77 75;;https://www.sandaya.fr/nos-campings/moulin-de-l-eclis;;;;;;oui;;;non;;Espace aqua-ludique,Espace Bien-être,Piscine couverte,WiFi;Bungatoile,Mobil-Home;;;180;;79;73;;;3,8;;Clef Verte,Qualité Tourisme;;;Anglais;;;;;;;;Cartes bancaires,Chèques Vacances,Espèces,Virement;47.44471, -2.45085;Loire-Atlantique
Camping - Fleur de Brière;HPAEFLEURDEBRIERE;Camp de tourisme;3 étoiles;;;Route d'Herbignac;;44410;SAINT-LYPHARD;44175;47.397;-2.30198;;;06 87 10 76 16;;;http://www.campingfleurdebriere.com;;;;;;oui;;;non;;WiFi;Caravanes,Mobil-Home,Tente;;;70;55;15;55;;;;;;;;Anglais;;;15/03/2025||16/11/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,14/03/2026||15/11/2026||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Locatif / semaine||274,00||620,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;47.397, -2.30198;Loire-Atlantique
Camping - Capfun Armor Heol;HPAEARMORHEOL;Camp de tourisme;5 étoiles;;;Route de Guérande;;44420;PIRIAC-SUR-MER;44125;47.37502;-2.53548;;;02 40 23 57 80;;;https://www.capfun.com/camping-france-pays_de_la_loire-armor_heol-FR.html?mois=7;;;;;;oui;;;non;;Espace aqua-ludique,Salle de sport,WiFi;Bungatoile,Mobil-Home;;;284;;284;;;;;;;;;Anglais;;;04/04/2025||21/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.37502, -2.53548;Loire-Atlantique
Camping - Le Domaine de Léveno;HPAELEVENO;Camp de tourisme;4 étoiles;;;Route de l'étang de Sandun;Lieu dit Léveno;44350;GUERANDE;44069;47.35979;-2.35142;;;02 40 24 79 30;;;http://www.camping-leveno.com;;;;;;oui;;;;;Espace aqua-ludique,Espace Bien-être,Salle de sport,WiFi;Bungatoile,Cabane,Mobil-Home,Yourte;;;600;71;270;73;;;21;;;;;Anglais,Espagnol;;;04/04/2025||21/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.35979, -2.35142;Loire-Atlantique
AIRE BIVOUAC;HPAPDL044V50Y5GL;Aire naturelle;Non Classé;;Maison éclusière;Lieu-dit Le Cramezeul;;44390;NORT-SUR-ERDRE;44110;47.4429749;-1.5602746;;07 86 53 60 01;;;;https://lacueilleuse.com/;;Facebook||https://www.facebook.com/lacueilleuse.ecluse,Instagram||https://www.instagram.com/lacueilleuse/;;;;;;;non;EV1-La Vélodyssée;;;Snack/Restaurant;;;;;;;;;;Accueil Vélo,La Vélodyssée;;;;;;;;;;;;47.4429749, -1.5602746;Loire-Atlantique
Camping à La Ferme La Péquinière;HPAPDL044V50056E;Camping à la ferme;Non Classé;;;1 La Péquinière;;44430;LA BOISSIERE-DU-DORE;44016;47.2348095;-1.189618;;06 37 89 02 49;02 40 33 70 49;;;;;;;;;oui;tenus en laisse sur le site, chien de catégorie 1 et 2 non autorisé;;non;;Prise électrique;;;non;6;6;;6;;;5000;oui;Bienvenue à la ferme;;;Anglais,Français;oui;oui;01/01/2025||31/12/2027||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||||accueil@pequiniere.fr;;;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||||||Durant la période d'hiver( du 1er Octobre au 1er Mai ) le tarif du branchement électrique passe à 3€ au lieu de 2.50€. Forfait minimal pour 1 personne par nuit 6,30€.;Chèques bancaires et postaux,Espèces,Virement;47.2348095, -1.189618;Loire-Atlantique
CAMPING LA RABINE;HPAPDL044000070;Camp de tourisme;2 étoiles;;;Allée de la Rabine;;44270;MACHECOUL-SAINT-MEME;44087;46.9896115;-1.8168591;Aéroport/aérodrome||Nantes Atlantique||35,Gare SNCF||Machecoul||1,Autoroute||A11 (Paris/Nantes) N°22||50,Autoroute||A83 (Bordeaux/Nantes) N° 7||80,Route (nationale/départ.)||D 117, D 95, D 13, D 64||0,Transport en commun||Car Ligne 12 Nantes-St Jean de Monts||0;;02 40 02 30 48;;;https://www.camping-la-rabine.com/;;Facebook||http://www.facebook.com/larabine.camping;;;;oui;;;non;;WiFi;Bungalow,Mobil-Home,Roulotte;Snack/Restaurant;non;131;4;6;125;0;;;oui;Hébergement Pêche,Stop Accueil Camping Car;;;Anglais,Français;non;non;;LODÉ Bruno VASSAL Anne-Marie||06 08 49 22 88||camprabine@wanadoo.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;46.9896115, -1.8168591;Loire-Atlantique
Camping Cybèle Vacances Les Brillas;HPAPDL044000068;Camp de tourisme;3 étoiles;;;Le Bois des Tréans;;44760;LES MOUTIERS-EN-RETZ;44106;47.07491;-2.00709;Aéroport/aérodrome||Nantes-Atlantique||40,Gare SNCF||TER - Ligne Nantes-Pornic||1,5,Transport en commun||Car Lila||1,5,Autoroute||A11 - Paris-Nantes||40,Autoroute||A83 - Nantes-Bordeaux||40,Route (nationale/départ.)||RD 213 ||0,8;06 49 53 51 25;02 40 82 79 78;;;https://www.campinglesbrillas.com/accueil.html;http://fr.camping-streetview.com/France/LES-MOUTIERS-EN-RETZ/FLOWER-CAMPING-LES-BRILLAS/Video;Facebook||https://www.facebook.com/campinglesbrillas;;;;oui;Animaux autorisés si moins de 10 kg;;non;EV1-La Vélodyssée;Piscine couverte,WiFi;Mobil-Home;Commerce alimentaire,Location/prêt de vélo,Snack/Restaurant;non;189;10;113;38;54;50;7;;Qualité Tourisme;;;Anglais;non;;05/04/2025||21/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Camping Les Brillas||||;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.07491, -2.00709;Loire-Atlantique
Camping de la Tour;HPAPDL044000081;Camp de tourisme;2 étoiles;;;La Gare;;44521;OUDON;44115;47.3430045;-1.2906782;Gare SNCF||Gare d'Oudon||0;;02 40 83 80 22;;;http://www.oudon.fr;;;;;;oui;;;non;EV6-La Loire à Vélo;Défibrillateur,Local vélo,Prise électrique,WiFi;Cabane;;non;67;4;2;65;;;1;oui;Accueil Vélo,La Loire à vélo;;;Anglais,Français;non;non;01/05/2025||30/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 83 80 22||camping@oudon.fr,||02 40 83 60 17||accueil@oudon.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.3430045, -1.2906782;Loire-Atlantique
LA DUNE DE JADE;HPAPDL044000116;Camp de tourisme;4 étoiles;;;110 Avenue du Maréchal Foch;;44250;SAINT-BREVIN-LES-PINS;44154;47.2382;-2.17149;Gare SNCF||Saint Nazaire||15,Transport en commun||Brévi'Bus||0,Aéroport/aérodrome||Nantes Atlantique||60,Autoroute||A11 et A83||60;;02 40 27 22 91;;;https://www.ladunedejade.fr/;;;;;;oui;Chiens de 1ère et 2ème catégories interdits, carnet de vaccination obligatoire.;;non;;Espace aqua-ludique,Piscine,Piscine couverte,WiFi;Mobil-Home;Commerce alimentaire,Snack/Restaurant;non;;;89;59;76;5;4,6;;Camping Qualité,Qualité Tourisme;;;Anglais,Espagnol;non;;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.2382, -2.17149;Loire-Atlantique
MINDIN;HPAPDL044000117;Camp de tourisme;3 étoiles;;;32 Avenue du Bois;;44250;SAINT-BREVIN-LES-PINS;44154;47.26438;-2.16901;Transport en commun||Brévi'bus, bus interne à la commune.||0,2,Gare SNCF||Gare de St Nazaire||12,Aéroport/aérodrome||Nantes Atlantique||60;;02 40 27 46 41;;;https://www.campingmindin.com/;;Facebook||https://www.facebook.com/camping.demindin,Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g1080872-d3860025-Reviews-Camping_Mindin-Saint_Brevin_les_Pins_Loire_Atlantique_Pays_de_la_Loire.html,Zoover||http://www.zoover.fr/france/pays-de-la-loire/st-brevin-les-pins-loire-atlantique/de-mindin/camping;;;;oui;;;non;;Piscine couverte,WiFi;Mobil-Home;Commerce alimentaire,Snack/Restaurant;non;;;54;7;13;;1,3;;Camping Qualité,Qualité Tourisme;;;Anglais;non;;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||23,20||37,10||,Tarif électricité / nuit||2,90||7,60||,Taxe de séjour / nuit / pers||0,66||0,66||,Tarif adulte supplémentaire / nuit||4,20||9,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.26438, -2.16901;Loire-Atlantique
Camping Chadotel Les Ecureuils;HPAPDL044000044;Camp de tourisme;4 étoiles;;;24 avenue Gilbert Burlot;;44760;LA BERNERIE-EN-RETZ;44012;47.08438;-2.03739;||||0,15,Gare SNCF||Gare de la Bernerie en Retz||0,2,Aéroport/aérodrome||Aéroport Nantes Atlantique||50;02 40 82 76 95;02 51 33 05 05;02 40 64 79 52;;https://www.chadotel.com/camping-les-ecureuils-la-bernerie-en-retz/;;Facebook||https://www.facebook.com/Camping.les.Ecureuils44,Google+||https://plus.google.com/105897701799106642589/posts?hl=fr&partnerid=gplp0;;;;oui;1 seul animal autorisé;;;;Espace aqua-ludique,Espace Bien-être,Piscine,Piscine couverte,WiFi;Mobil-Home,Tente;Commerce alimentaire,Location/prêt de vélo,Snack/Restaurant;non;313;;173;140;;255;5,3;;;;;Anglais,Néerlandais;;;04/04/2025||28/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://premium.secureholiday.net/fr/579/index.html?1=1||||||;oui;;Cartes bancaires,Chèques Vacances,Espèces;47.08438, -2.03739;Loire-Atlantique
La Lande Malbrais;HPAPDL044000127;Camp de tourisme;2 étoiles;;;La Lande Malbrais;;44730;SAINT-MICHEL-CHEF-CHEF;44182;47.1895;-2.14116;||||10,Transport en commun||||1;;02 40 64 93 45;;;;;;;;;oui;;;;;;;;non;;;;;;;6,5;;;;;Anglais;;;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;MORICE||06 32 37 88 36||info@lande-malbrais.com;;;;Chèques bancaires et postaux,Chèques Vacances;47.1895, -2.14116;Loire-Atlantique
Camping chez l'habitant;HPAPDL044V51KD3Q;Camping chez l'habitant;Non Classé;;;;;44260;LA CHAPELLE-LAUNAY;44033;47.37093;-1.97144;;;;;;https://campspace.com/fr/s/coin-tranquille-dans-la-nature-a-la-chapelle-launay-pays-de-la-loire_11687?source=homecamper&utm_source=homecamper&utm_medium=referral&pitchTypeId=11078;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;;;;;47.37093, -1.97144;Loire-Atlantique
Camping - L'Eden;HPAELEDEN;Camp de tourisme;4 étoiles;;;13-15 route de Ker Rivaud;;44500;LA BAULE-ESCOUBLAC;44055;47.30297;-2.37368;;;02 40 60 03 23;02 40 11 94 25;;http://www.campingeden.com;;;;;;oui;;;;;Espace aqua-ludique,Salle de sport,WiFi;Mobil-Home;;;191;;47;41;;;;;Camping Qualité,Clef Verte,Qualité Tourisme;;;Anglais,Espagnol;;;04/04/2025||01/10/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.30297, -2.37368;Loire-Atlantique
Camping - Au Soir d'Eté;HPAESOIRDETE;Camp de tourisme;4 étoiles;;;401 Route de Bel-Air;;44420;MESQUER;44097;47.4066;-2.47591;;;02 40 42 57 26;;;http://www.camping-soirdete.com;;;;;;oui;;;non;;Salle de sport,WiFi;Bungatoile,Mobil-Home,Tente;;;;29;24;29;;;;;;;;Anglais,Espagnol;;;;;;;Locatif / semaine||289,00||819,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.4066, -2.47591;Loire-Atlantique
Camping - l'Etang du Pays Blanc;HPAECAMPINGETANG;Camp de tourisme;3 étoiles;;;47 rue des Chênes;Sandun;44350;GUERANDE;44069;47.34572;-2.34678;;;02 40 61 93 51;;;https://guerande-camping.com;;;;;;oui;;;non;;Espace Bien-être,Piscine couverte,Salle de sport,WiFi;Bungatoile,Caravanes,Mobil-Home,Roulotte,Tente,Yourte;;;119;24;81;24;;;5;;Clef Verte;;;Anglais;;;05/04/2025||28/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.34572, -2.34678;Loire-Atlantique
Le Poteau;HPAELBLEPOTEAU;Camp de tourisme;2 étoiles;;;48 rue René Guy Cadou;;44760;LA BERNERIE-EN-RETZ;44012;47.08641;-2.02881;;;09 79 71 69 06;;;http://www.camping-lepoteau.com;;;;;;oui;;;non;;Piscine,WiFi;Mobil-Home;;;100;;5;;;;;;;;;Anglais;;;01/04/2024||31/10/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||20,50||20,50||,Taxe de séjour / nuit / pers||0,20||0,20||;Cartes bancaires,Chèques Vacances,Espèces;47.08641, -2.02881;Loire-Atlantique
Camping - La Ferme d'Isson;HPAEFERMEISSON;Aire naturelle;;;;Isson;Route de Pen Bé;44410;ASSERAC;44006;47.42629;-2.41837;;;02 40 01 74 63;;;http://www.camping-lafermedisson.com/;;;;;;oui;;;non;;;;;;20;6;2;18;;;2;;;;;;;;;;;;;Chèques bancaires et postaux,Espèces,Virement;47.42629, -2.41837;Loire-Atlantique
Camping - Les Amis de la Nature;HPAELESAMISDELANATURE;Camp de tourisme;2 étoiles;;;Route de la Noé Malade;;44420;PIRIAC-SUR-MER;44125;47.38771;-2.52105;;;02 40 23 61 79;;;https://campinglesamisdelanaturepiriac.fr/;;;;;;oui;;;non;;WiFi;Caravanes,Tente;;;97;;;97;;;2;;;;;Anglais,Espagnol;;;23/06/2025||07/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.38771, -2.52105;Loire-Atlantique
Le Razay - Fol 74;HPAELERAZAYFOL74;Camp de tourisme;2 étoiles;;;Route du Razay;Village de Saint Sébastien;44420;PIRIAC-SUR-MER;44125;47.36639;-2.52255;;;02 40 23 56 80;02 40 23 66 90;;http://www.fol74.org/ocean-piriac-sur-mer-le-razay;;;;;;oui;;;non;V45-Vélocéan Nord Loire;WiFi;Bungatoile,Mobil-Home,Tente;;;97;;80;17;;;;;Accueil Vélo,Écolabel Européen,UNAT;;;;;oui;05/04/2025||31/08/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.36639, -2.52255;Loire-Atlantique
Camping - GCU Mesquer;HPAEGCUMESQUER;Camp de tourisme;2 étoiles;;;rue de Kerdandec;;44420;MESQUER;44097;47.41581;-2.47081;;;01 47 63 98 63;;;https://www.gcu.asso.fr/terrains/mesquer-loire-atlantique-44;;;;;;oui;;;non;;;Mobil-Home;;;85;;6;79;;;;;;;;;;;;;;;;;47.41581, -2.47081;Loire-Atlantique
BIVOUAC DE ROUGE;HPAPDL044V51HJXP;Aire naturelle;;;;Site de la Gare;;44660;ROUGE;44146;47.7825093;-1.4569955;;;02 40 28 85 20;;;;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;;;;;47.7825093, -1.4569955;Loire-Atlantique
Camping  Hell'Biocat 2024;HPAPDL044V51B1XN;Camp de loisirs;Non Classé;;;3 chemin des Haies;;44190;GETIGNE;44165;47.08575;-1.25747;;;02 40 54 01 99;;;;;;;;;non;;;non;;Borne de recharge pour véhicules électriques,Défibrillateur,Prise électrique;;Commerce alimentaire,Snack/Restaurant;non;15;;;;;;;oui;;;;;oui;non;;||02 40 54 01 99||hellbiocat@adapei44.asso.fr;;;Tarif visiteur / jour||||||Tarif / personne : pour 1 nuitée avec petit déjeuner,Tarif visiteur / jour||||||Tarif / personne : pour 1 nuitée avec petit déjeuner + 1 repas du midi;Chèques bancaires et postaux,Virement;47.08575, -1.25747;Loire-Atlantique
CAMPING PAUSE LOIRE (BELLE RIVIÈRE);HPAPDL044105705;Camp de tourisme;3 étoiles;;;Route des Perrières;;44980;SAINTE-LUCE-SUR-LOIRE;44172;47.2516506;-1.4537793;Aéroport/aérodrome||Aéroport Nantes Atlantique||15,3,Gare SNCF||Gare SNCF - accès Nord||7,7,Gare SNCF||Gare SNCF - accès Sud||7,8,Transport en commun||Gicquelière||1,4,Route (nationale/départ.)||D68 Route de Thouaré||1,Itinéraire de randonnée||Loire à Vélo||0,1;;02 40 25 85 81;;;http://www.camping-belleriviere.com/;;;;;;oui;Animaux acceptés sur nos emplacement (hors Chien 2ème catégorie), Animaux interdits dans nos locatifs;;non;EV6-La Loire à Vélo;Prise électrique,WiFi;Mobil-Home;Commerce alimentaire;non;110;;9;91;10;;4;non;Accueil Vélo,Camping Qualité,La Loire à vélo,Qualité Tourisme;;;Anglais,Espagnol,Français;non;oui;;||02 40 25 85 81||contact@camping-belleriviere.com;||https://campingqualite.com/campings/camping-belle-riviere/||||||;oui;;Cartes bancaires,Chèques Vacances,Espèces,Virement;47.2516506, -1.4537793;Loire-Atlantique
Mirabel La Renaudière;HPAPDL044000048;Camp de tourisme;4 étoiles;;;2 route de la Renaudière;;44770;LA PLAINE-SUR-MER;44126;47.1398;-2.20355;Aéroport/aérodrome||Nantes Atlantique||55,Transport en commun||||0,6,Gare SNCF||Gare de Pornic||9,Route (nationale/départ.)||RD 213 Saint Nazaire/Noirmoutier||4;;02 40 21 50 03;02 40 21 09 41;;http://www.mirabel-renaudiere.com;;Facebook||https://www.facebook.com/camping.larenaudiere;;;;oui;Animaux tatoués, vaccinés, tenus en laisse. Chiens refusés liste préf et cat. 1;;non;;Espace aqua-ludique,Espace Bien-être,Piscine,Piscine couverte,WiFi;Mobil-Home;Commerce alimentaire,Location/prêt de vélo,Snack/Restaurant;non;194;;31;65;98;;5;;;;;Anglais,Espagnol;;;06/04/2024||28/10/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,04/04/2025||30/10/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Camping de la Renaudière||02 40 21 50 03||info@campinglarenaudiere.com;||http://www.campinglarenaudiere.com||http://www.campinglarenaudiere.com||02 40 21 50 03||info@campinglarenaudiere.com;oui;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.1398, -2.20355;Loire-Atlantique
NANTES CAMPING;HPAPDL044161179;Camp de tourisme;5 étoiles;;;21, boulevard du Petit Port;;44300;NANTES;44109;47.2432745;-1.5567568;Aéroport/aérodrome||||10,0696,Gare maritime||||4,31551,Gare SNCF||Gare SNCF - accès Nord||3,00322,Gare SNCF||Gare SNCF - accès Sud||3,2126;;02 40 74 47 94;;;www.nantes-camping.fr;https://www.youtube.com/watch?v=AkRuLYoDHF8&t=67s;Facebook||https://www.facebook.com/campingdenantes,Instagram||https://www.instagram.com/nantes_camping/?hl=fr;;;;oui;;;non;;Défibrillateur,Piscine couverte,Prise électrique,WiFi;Cabane,Caravanes,Chalet,Mobil-Home,Tente;Commerce alimentaire,Location/prêt de vélo,Snack/Restaurant;non;156;41;101;14;;;;oui;Camping Qualité,Clef Verte;;;Allemand,Anglais,Espagnol,Français;;oui;||||Haute saison : 8h00 à 20h00 (du 01.07 au 31.08),Moyenne saison :9h30 à 12h30 et 14h à 19h00(du 01.04 au 30.06 et du 01.09 au 30.09), Basse saison : 9h30 à 12h30 et 15h00 à 19h00 (du 01.10 au 31.03)||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://reservation.nantes-tourisme.com/fr/hebergements/a161179/HPAPDL044161179/reserver||||||;oui;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.2432745, -1.5567568;Loire-Atlantique
Flower Camping La Guichardière;HPAPDL044000047;Camp de tourisme;4 étoiles;;;2 rue de Mouton;;44770;LA PLAINE-SUR-MER;44126;47.15251;-2.20804;Gare SNCF||Gare de Pornic||8,Transport en commun||Bus Lila||3,Aéroport/aérodrome||Aéroport Nantes Atlantique||55,Route (nationale/départ.)||D 213 Saint Nazaire/ Noirmoutier||7,Gare routière||Gare de Pornic||8;;02 40 21 55 09;02 40 21 55 50;;http://www.camping-laguichardiere.net;;Facebook||https://www.facebook.com/campinglaguichardiere?fref=ts;;;;oui;Animaux catégories 1 et 2 interdits;;non;EV1-La Vélodyssée;Espace aqua-ludique,Piscine,Piscine couverte,WiFi;Mobil-Home;Commerce alimentaire,Location/prêt de vélo,Snack/Restaurant;non;210;;60;46;104;;5,2;;Qualité Tourisme;;;Anglais;non;;19/04/2025||21/09/2025||En basse saison: de 9h à 12h et de 14h à 18h - En haute saison: 9h-19h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Camping de la guichardière||02 40 21 55 09||contact@camping-laguichardiere.net;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.15251, -2.20804;Loire-Atlantique
LES QUATRE VENTS;HPAPDL044000009;Camp de tourisme;Non Classé;;;Les Quatre Vents;;44320;SAINT-PERE-EN-RETZ;44187;47.20535;-2.08683;Gare SNCF||Saint Nazaire||15,Transport en commun||Saint-Père en Retz||4,Gare routière||Saint-Brevin||10,Aéroport/aérodrome||Nantes Atlantique à Bouguenais||42;06 77 94 23 88;;;;http://camping-lesquatrevents.com;;;;;;oui;tenus en laisse (sauf chien de cat. 1 et 2);;non;;;;;non;;;;25;;;;;;;;Français;non;;15/06/2024||31/08/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Mme Nicole Sibuet||06 77 94 23 88||;;;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||9,00||9,00||,Tarif électricité / nuit||2,00||2,00||,Tarif adulte supplémentaire / nuit||1,00||2,00||;Chèques bancaires et postaux,Chèques Vacances,Espèces;47.20535, -2.08683;Loire-Atlantique
